name,lat,lng,type,state,district
Young World,12.9315906,77.5174586,preschool,,
Little Elly Preschool,13.0562676,77.6004766,preschool,,
Tots & teens,13.0557218,77.6006233,preschool,,
Kriya preschool,13.0556948,77.6003197,preschool,,
Fancier Kids,25.2872422,83.0042721,preschool,,
Apple kids,12.966938,77.5386653,preschool,,
Times school,12.9671648,77.5386866,preschool,,
Odikkuzhi anganwadi,11.5441579,75.8520555,preschool,,
Cricket ground,32.5389442,75.965224,preschool,,
Scottish Early Years,28.5631714,77.161428,preschool,,
Oi Playschool,13.0638286,77.5864221,preschool,,
Erappanthode Anganwadi,11.52378,75.8311343,preschool,,
Ram Pre Primary School,28.5522732,77.1368775,preschool,,
Jesus Loves Primary & Nursary School,8.865002,77.492658,preschool,,
Sarada Vidyapith,22.6132622,88.4064108,preschool,,
todllers townn,28.5353149,77.2168348,preschool,,
Little Millennium,28.5130679,77.2040027,preschool,,
Clover Leaf Learning Academy,19.1337102,72.8125665,preschool,,
Preschool,15.6769056,73.7110638,preschool,,
Preschool,11.5199002,75.8479618,preschool,,
Ayon International Pre School,12.974343,77.6750273,preschool,,
Kids Castle,12.9740567,77.6752488,preschool,,
Learners Hub,17.3962679,78.4640752,preschool,,
Vision Rainbow,17.4014806,78.4631957,preschool,,
Preschool,28.6265743,77.2325003,preschool,,
Anganwadi Kendra Mauda,21.1455857,79.395145,preschool,,
Manojan Memorial Kindergarten,11.6326742,75.6470317,preschool,,
GRM Aksharaalaya School,11.9380378,79.8281685,preschool,,
Little Ville,17.3608264,78.5348055,preschool,,
Patasi Bai Nursery School,12.9723595,77.5759819,preschool,,
Precare Kids' School & Daycare,11.279343,75.8124704,preschool,,
El Shaddai,15.2713535,73.9627388,preschool,,
Preschool,27.4318519,81.2521513,preschool,,
Preschool,27.432318,81.251546,preschool,,
Sesame Street Preschool,18.6056715,73.7691846,preschool,,
Little Elly Preschool,12.8738255,77.6428925,preschool,,
Special Me Preschool & DayCare,12.8769807,77.6392545,preschool,,
Maple Bear Canadian Pre-school,12.8785294,77.6385091,preschool,,
Kera Balmandir,23.0765585,69.5969456,preschool,,
ZPPS Marathi School,17.7812274,73.189019,preschool,,
Sarswati Vidyamadir English Medium School,17.7423239,73.1825273,preschool,,
Honey Kidz Pre School,12.5252052,76.8872454,preschool,,
Honey kidz pre school,12.5251675,76.8873468,preschool,,
Eurokids,19.1152614,72.9078433,preschool,,
Happy Minds,19.1150441,72.9074069,preschool,,
